Country,Year,Unemployment.x,GDP,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Density,Urbanization,Population,log_GDP,Unemployment,Unemployment_lag
Azerbaijan,2019,4.85,48174235294,0,0,0,0,0,0,0,0,0,0,0,0,159.971,174.875,297.162,316.227,411.14,553.468,543.344,576.005,656.386,674.783,760.812,879.863,1039.818,1571.292,2458.421,3818.274,5578.556,4963.769,5880.806,7242.806,7545.873,7926.094,7939.169,5300.136,3897.707,4217.653,4759.796,4826.352,4240.844,5418.013,7750.882,7529.695,7785.651,8007.676,8253.791,8511.642,8803.544,123,5616165,10023318,24.598090177618,4.85,4.85
Burundi,2019,0.871,2576518879,232.381,234.94,241.083,247.995,218.999,247.644,253.424,231.932,211.184,213.175,207.113,207.674,187.243,162.572,157.474,167.177,142.588,157.054,141.755,133.412,130.225,127.349,116.392,108.066,122.381,148.71,164.575,170.174,195.79,208.78,231.549,247.097,250.118,255.319,273.133,304.243,281.062,291.859,271.289,261.294,259.906,273.956,310.986,245.811,228.822,248.087,267.072,287.995,309.158,463,1541177,11530580,21.669705053087814,0.871,0.871
Belgium,2019,5.36,535866000000,12529.348,10366.108,9128.584,8626.16,8244.846,8568.653,11873.806,14740.456,16008.638,16098.158,20119.935,20563.729,22823.029,21723.624,23624.467,28458.469,27535.287,24878.749,25399.222,25309.057,23136.511,23067.163,25044.331,30707.665,35497.552,36945.499,38841.785,44496.791,48493.137,44892.228,44448.17,47564.381,44824.163,46848.612,47897.037,41147.261,42076.398,44274.073,47685.347,46783.005,45545.233,51472.103,49843.163,53656.833,56084.96,57954.658,59593.618,61007.28,62537.297,383,11259082,11484055,27.007149966762004,5.36,5.36
Benin,2019,1.466,14391686309,614.04,401.43,385.574,330.58,341.857,359.165,448.478,519.04,527.911,476.325,562.898,558.099,601.645,560.707,375.963,495.048,524.067,489.136,510.571,542.24,503.22,508.351,563.98,698.234,783.763,806.35,837.176,944.755,1098.826,1060.566,1010.314,1099.221,1113.274,1214.313,1251.827,1041.758,1049.531,1094.888,1194.023,1171.015,1239.74,1360.386,1303.379,1449.112,1540.137,1624.387,1711.327,1792.845,1877.354,108,5648149,11801151,23.389916537150878,1.466,1.466
Burkina Faso,2019,4.693,16178161666,338.66,287.809,261.617,233.14,203.12,218.83,279.032,315.981,339.602,330.706,381.987,376.497,393.316,365.7,214.467,258.491,273.892,252.618,281.638,293.779,249.18,260.445,286.551,363.727,405.267,443.189,457.366,516.811,621.822,603.222,627.783,727.484,734.438,762.315,767.569,632.191,664.926,714.64,779.509,772.227,833.783,891.781,831.658,888.029,952.37,1004.579,1054.409,1096.5,1140.804,76,6092349,20321378,23.506928124445636,4.693,4.693
Bangladesh,2019,4.382,351238000000,311.093,322.318,294.02,277.489,303.3,317.511,318.062,339.17,355.592,378.07,398.05,402.354,400.912,395.867,411.91,450.133,471.268,479.354,488.077,491.461,497.807,497.045,499.906,533.545,569.732,594.253,610.469,668.54,760.65,841.252,935.755,1032.313,1057.884,1176.16,1340.289,1495.538,1679.021,1839.755,1991.739,2154.227,2270.348,2497.741,2730.846,2621.288,2646.005,2945.794,3286.281,3680.416,4111.286,1265,60987417,167310838,26.584729893309706,4.382,4.382
Bulgaria,2019,4.23,68911930628,4286.209,4609.426,4793.655,4913.838,5210.542,4458.09,3946.885,4581.216,7506.638,7678.816,3407.07,336.65,1380.594,758.059,1348.67,2284.824,1494.786,1386.466,1854.468,1689.293,1625.322,1797.392,2090.683,2710.577,3370.382,3869.588,4477.028,5815.474,7161.75,6878.061,6753.335,7872.043,7454.003,7702.783,7925.691,7098.587,7596.976,8414.389,9489.657,9914.386,10170.723,12300.185,13821.205,16086.569,17319.642,18555.349,19671.142,20744.294,21862.604,64,5256027,6975761,24.956095158582478,4.23,4.23
Bahrain,2019,1.181,38653318085,10189.612,11061.394,11221.699,11117.659,11163.436,10182.368,7695.805,8049.364,9602.789,9668.043,10179.632,10252.365,10536.823,11290.27,11777.073,12143.091,12298.65,12422.116,11565.971,12210.221,14214.58,13894.343,13501.551,14486.061,15963.978,17966.224,19267.567,20908.338,23236.055,19465.292,20827.719,24080.43,25434.451,25965.311,25398.315,22659.374,22641.276,23631.585,25149.47,26051.303,23516.919,26116.253,28781.493,28464.173,29080.64,29581.367,30050.678,30571.062,31138.399,2239,1467109,1501635,24.3778984578422,1.181,1.181
"Bahamas, The",2019,10.051,13058700000,12291.741,12496.221,13749.496,14961.6,15630.102,16801.08,17854.136,19329.928,19687.5,21818.62,20460.303,19767.715,19417.216,18979.006,19660.918,20271.249,20974.532,21951.756,23300.816,25780.485,26601.368,26971.273,28357.927,27896.338,28056.572,30030.89,30594.671,31498.523,30787.585,28793.341,28725.135,28365.859,29895.418,28695.885,30055.888,31576.619,31463.129,32471.737,33183.686,33888.774,25049.586,29230.943,32298.948,34370.86,35541.818,36499.714,37426.067,38324.312,39266.795,NA,NA,NA,23.292720415258273,10.051,10.051
Bosnia and Herzegovina,2019,15.69,20482603346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.331,1225.456,1415.096,1540.514,1480.624,1540.266,1785.289,2254.449,2699.054,2903.602,3306.785,4073.011,4984.537,4711.119,4633.861,5089.853,4773.164,5141.572,5252.939,4662.977,4875.228,5230.13,5859.283,5867.26,5800.481,6800.487,7059.993,7778.298,8317.402,8873.81,9438.018,9931.027,10414.108,64,1605144,3301000,23.742841745543007,15.69,15.69
Belarus,2019,4.16,64410112583,0,0,0,0,0,0,0,0,0,0,0,0,1252.792,1114.104,1533.721,1034.931,1429.059,1396.112,1514.669,1210.965,1079.61,1283.273,1524.49,1873.667,2450.9,3221.463,3968.753,4887.275,6581.175,5345.325,6025.686,6478.889,6948.345,7995.733,8337.145,5958.838,5037.854,5778.564,6351.76,6831.516,6515.654,7294.902,7868.911,7477.293,7238.1,7307.876,7515.311,7830.442,8182.806,47,7482982,9466856,24.888536485415496,4.16,4.16
Belize,2019,9.05,2416500000,1531.072,1591.796,1561.334,1601.159,1739.315,1678.501,1777.102,2025.184,2346.018,2636.263,2907.089,3087.305,3484.902,3662.856,3657.187,3781.398,3835.414,3773.429,3833.322,4011.618,4468.235,4542.266,4694.034,4818.84,5028.238,5153.514,5431.611,5676.576,5635.733,5334.144,5392.038,5479.151,5584.834,5803.384,5957.136,6001.658,5975.323,5894.291,5847.778,5916.225,4935.56,5792.136,6757.498,7141.538,7330.076,7456.985,7586.091,7717.433,7851.048,17,179039,390353,21.605586049249414,9.05,9.05
Bolivia,2019,3.68,40895322851,695.535,615.66,668.55,619.896,631.152,668.921,640.94,683.625,712.146,715.525,723.431,776.711,803.547,793.646,805.183,886.368,956.965,1006.102,1057.72,1010.58,994.617,949.383,904.851,908.203,968.545,1037.176,1226.845,1383.894,1729.369,1769.441,1972.684,2368.523,2635.933,2938.421,3114.966,3069.319,3110.874,3388.523,3588.089,3591.403,3172.556,3449.384,3705.266,3857.843,4045.386,4232.194,4423.803,4628.612,4842.902,11,8033035,11513100,24.434281537734783,3.68,3.68
Brazil,2019,12.05,1873290000000,1203.615,1353.019,1415.339,1110.691,1082.233,1682.789,1913.312,2042.86,2240.525,3021.975,3108.808,2717.508,2561.124,2828.455,3547.02,4923.871,5281.678,5399.969,5199.453,3567.631,3864.917,3256.18,2926.341,3165.195,3750.129,4938.537,6066.958,7572.61,9096.943,8851.059,11578.7,13631.421,12782.844,12752.255,12601.257,9182.996,9117.56,10419.576,9629.603,9364.237,7344.529,8165.637,9455.328,10412.997,11029.175,11441.81,11933.778,12617.438,13230.077,25,183241641,212559417,28.258717359225898,12.05,12.05
Barbados,2019,8.41,5324250000,4036.509,4427.056,4611.693,4882.788,5308.313,5539.558,6062.784,6653.718,7052.007,7776.714,7772.174,7777.866,7464.866,7886.782,8194.382,8414.115,8938.565,9412.367,10573.109,11039.097,11337.027,11284.369,11442.562,11788.654,12612.206,13939.669,15334.007,16925.584,17254.317,16036.377,16203.334,16599.014,16371.966,16556.11,16572.331,16623.566,16957.431,17435.312,17795.112,18540.379,16227.217,16782.075,19647.869,21442.447,22888.902,24175.489,25404.737,26599.905,27765.927,668,89431,287025,22.39553769355188,8.41,8.41
Brunei Darussalam,2019,6.92,13469240163,0,0,0,0,0,21770.731,14544.374,16561.019,15281.058,16683.224,19428.846,20171.327,20679.723,20430.168,21350.36,24895.613,24460.83,23344.446,17294.914,18237.075,20473.284,18646.04,19037.814,20975.54,24759.511,29459.699,34869.24,36678.272,42529.703,31287.341,35437.251,47092.346,47776.368,44865.244,41947.487,31353.779,27321.997,28443.168,31074.01,29865.278,27174.73,31781.303,37850.978,34383.527,35813.101,36841.59,38049.915,39627.06,41177.079,NA,NA,NA,23.323674416200767,6.92,6.92
Bhutan,2019,2.72,2535655609,301.912,317.384,325.479,343.169,346.705,349.039,382.259,447.284,496.565,483.64,514.626,446.274,442.838,470.84,484.426,569.737,594.213,654.919,701.797,716.174,758.308,767.831,813.421,950.504,1059.205,1215.288,1278.66,1548.106,1936.306,1797.535,2097.54,2511.435,2592.37,2609.758,2546.857,2767.781,2857.443,3137.633,3413.308,3322.527,3247.926,3245.411,3491.984,3500.486,3691.885,3954.424,4261.611,4479.311,4729.404,20,317538,727145,21.65371806343211,2.72,2.72
Botswana,2019,20.09,16725908662,1219.569,1057.067,1075.452,1145.987,1097.548,985.391,1288.644,1947.606,2439.381,2628.077,2797.478,2718.95,2729.751,2674.397,2802.477,3084.8,3087.859,3071.641,2886.26,3188.541,3290.347,3099.104,3005.538,4088.461,4743.633,5194.705,5142.914,5371.808,5345.848,4938.25,6041.732,7080.778,6392.987,6436.603,6844.033,5869.738,6411.552,6705.341,6947.818,6679.188,5863.182,7238.796,7737.655,7758.371,8067.193,8499.7,9025.803,9512.501,10073.29,4,1616550,2346179,23.540224771051424,20.09,20.09
Central African Republic,2019,5.755,2221301351,313.369,316.495,298.747,279.719,265.441,340.227,431.342,465.181,490.939,474.879,539.656,502.896,489.786,418.922,268.106,340.988,298.443,285.804,296.103,290.99,238.505,242.794,260.865,310.302,336.409,356.688,381.315,427.313,485.807,482.648,492.078,551.028,566.199,380.304,424.67,377.476,402.053,450.744,488.553,480.145,494.489,525.164,490.94,539.24,572.9,600.386,626.694,648.491,672.103,8,1982064,4745185,21.52135905523007,5.755,5.755
Canada,2019,5.66,1743730000000,11281.422,12396.666,12543.938,13493.198,13947.358,14185.922,14539.75,16408.139,19041.182,20842.455,21572.137,21885.57,20984.778,20210.452,20024.581,20706.725,21325.69,21930.485,21046.556,22340.553,24296.721,23859.714,24279.186,28338.745,32176.593,36439.62,40558.897,44716.985,46773.837,40990.625,47627.345,52285.937,52744.004,52708.61,51020.843,43626.47,42382.635,45191.993,46625.859,46449.962,43383.713,52387.812,55036.52,53246.981,55527.987,57899.394,59838.169,61739.89,63759.102,4,30628482,36991981,28.18704761291626,5.66,5.66
Central Europe and the Baltics,2019,3.780900505,1674110000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.14630279670913,3.780900505,3.780900505
Switzerland,2019,4.39,721369000000,19426.638,17699.844,18027.725,17865.396,17019.366,17187.864,24529.567,30520.621,32794.286,31440.365,39842.782,39811.005,40883.18,39375.507,43226.544,50292.099,48170.561,41628.731,42724.371,41759.218,38976.036,39831.997,42658.5,49520.417,54772.692,56378.928,59217.075,65370.159,74665.575,71898.31,76822.061,90938.465,86283.22,87878.542,89279.52,84230.676,82577.038,82584.384,85546.669,84474.469,86109.53,93700.472,93657.234,102865.569,110246.107,114725.257,120285.438,124458.138,130316.085,219,6332428,8574832,27.304416632493638,4.39,4.39
Channel Islands,2019,6.777,10381669645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0633075538683,6.777,6.777
Chile,2019,7.27,278493000000,2598.159,3025.972,2219.964,1774.676,1698.949,1434.434,1515.068,1756.21,2035.335,2305.635,2521.569,2849.743,3392.088,3572.096,4058.557,5153.88,5387.405,5799.339,5475.546,4985.768,5099.922,4608.057,4479.771,4824.87,6183.906,7558.009,9410.392,10447.116,10759.738,10176.733,12723.064,14560.249,15316.01,15740.391,14582.85,13494.489,13722.878,15003.77,15755.003,14567.988,13067.742,16092.149,15166.472,17253.752,17647.269,18433.623,19210.04,19960.757,20773.528,26,16610135,18952038,26.35265876134796,7.27,7.27
China,2019,4.56,14280000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,842933962,1397715000,30.289881072839986,4.56,4.56
Cote d'Ivoire,2019,2.4,59898479821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.815916963131414,2.4,2.4
Cameroon,2019,3.629,39670976440,1004.846,1106.193,1031.862,1012.33,1041.933,1059.933,1344.534,1514.218,1493.9,1292.834,1255.123,1357.676,1207.539,1222.984,808.04,745.55,808.211,794.939,772.304,765.544,660.382,687.404,756.14,949.02,1089.418,1101.546,1147.497,1277.667,1439.39,1409.942,1353.407,1464.888,1404.412,1527.773,1604.627,1382.65,1412.866,1468.929,1585.96,1533.161,1539.354,1667.318,1587.953,1721.954,1807.368,1891.033,1957.996,2017.335,2081.433,56,14741256,25876380,24.403885685235775,3.629,3.629
"Congo, Dem. Rep.",2019,4.436,51775829869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.670189272472374,4.436,4.436
"Congo, Rep.",2019,20.612,12750338736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.268823675727347,20.612,20.612
Colombia,2019,9.96,323032000000,1682.427,1792.984,1878.86,1827.905,1767.893,1623.658,1592.848,1624.054,1714.91,1694.091,1691.106,1712.347,1986.543,2209.203,2726.817,3035.313,3137.068,3399.33,3090.903,2673.665,2535.477,2461.328,2424.349,2313.535,2827.173,3493.976,3836.672,4834.416,5622.109,5330.795,6498.597,7518.304,8237.306,8409.688,8312.056,6337.038,6037.126,6577.287,6923.64,6540.141,5363.067,6239.269,6658.119,6975.868,7087.114,7333.592,7642.291,7976.578,8325.489,46,40827302,50339443,26.50101722646927,9.96,9.96
Comoros,2019,8.063,1195019531,684.569,584.519,541.617,513.524,490.137,482.697,629.744,741.276,772.133,731.08,868.945,895.707,955.474,916.695,660.355,806.805,789.145,714.272,701.452,703.067,628.071,675.05,757.399,949.68,1055.357,1085.659,1110.984,1251.857,1403.796,1351.145,1322.638,1450.159,1403.417,1500.731,1505.178,1231.135,1256.035,1300.566,1386.014,1359.75,1357.291,1395.028,1294.354,1377.022,1406.205,1440.587,1480.295,1512.776,1542.586,467,248152,850886,20.90142836612938,8.063,8.063
Cabo Verde,2019,12.207,2266752197,541.435,522.81,517.666,499.536,466.312,476.329,645.817,783.24,861.862,853.014,957.369,974.873,1062.47,1046.265,1180.486,1378.161,1385.771,1322.336,1376.757,1541.831,1399.088,1387.33,1501.545,2051.814,2295.724,2359.62,2623.337,3391.227,3985.213,3727.309,3632.185,4028.638,3722.1,3900.957,3878.774,3283.571,3438.763,3596.388,3811.549,4053.646,3359.53,3665.199,4048.436,4502.784,4790.431,5062.449,5349.525,5627.079,5917.426,NA,NA,NA,21.541613893719042,12.207,12.207
Costa Rica,2019,10.81,64417670556,2108.75,1111.35,1071.935,1257.355,1421.164,1478.366,1611.323,1612.564,1598.038,1763.481,1880.75,2305.412,2684.089,2926.911,3110.155,3336.709,3277.614,3450.907,3653.154,3715.408,3941.14,4041.944,4122.829,4227.819,4483.59,4756.337,5309.271,6194.045,6993.896,6879.266,8268.859,9270.571,10107.452,10764.529,10853.638,11635.197,11986.918,12185.259,12428.924,12691.126,12163.927,12472.833,13074.905,16213.262,17249.418,18074.587,18894.921,19745.08,20586.996,100,4041885,5047561,24.888653819934877,10.81,10.81
Caribbean small states,2019,6.844145295,77282796216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.070737209115343,6.844145295,6.844145295
Cuba,2019,1.2,103428000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,8739135,11333483,25.362141555399674,1.2,1.2
Cyprus,2019,7.07,25945194240,4549.59,4352.502,4452.666,4399.223,4575.652,4824.674,6057.903,7188.216,8204.3,8635.765,10359.998,10413.726,12158.597,11342.407,12525.318,15396.919,15260.553,14323.919,15181.803,15379.994,14464.816,14905.024,16188.394,20389.178,23969.818,25527.252,27448.569,31774.426,36009.56,32650.09,31521.893,32910.616,29075.269,27671.331,27076.806,23507.588,24802.599,26834.665,29630.487,29624.708,28141.95,31726.322,31459.344,34790.581,36975.731,38870.112,40759.645,42489.557,44213.156,131,800708,1198575,23.979252236344372,7.07,7.07
Czechia,2019,2.01,252548000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.254867166605198,2.01,2.01
Germany,2019,3.14,3888230000000,11109.741,9329.591,9014.978,9025.206,8537.765,8678.853,12387.01,15411.529,16514.654,16232.121,20249.138,23453.063,26538.126,25602.881,27233.717,31829.61,30664.393,27170.747,27528.158,26984.243,23924.876,23869.773,25460.334,30668.849,34534.814,35020.197,36894.468,42299.862,46367.716,42338.844,42379.71,46697.376,43883.393,46299.227,48035.95,41107.096,42124.196,44636.833,47961.181,46810.283,46711.984,51460.987,48756.309,52823.575,56036.84,59134.893,61807.178,63592.903,65212.393,240,64324835,83132799,28.98897515715567,3.14,3.14
Djibouti,2019,26.315,3088853639,0,0,0,0,0,0,0,0,0,0,1076.215,1070.407,1091.835,1058.462,1109.77,1109.097,1078.124,1068.48,1061.623,1084.925,1088.219,1106.677,1121.167,1160.467,1212.849,1271.217,1359.487,1478.419,1692.43,1722.341,1837.212,2038.56,2190.283,2314.559,2470.925,2652.513,2803.689,2926.153,3038.268,3172.748,3223.83,3378.403,3604.101,3761.241,4026.415,4300.275,4573.431,4866.029,5179.439,43,758549,973560,21.851065868407137,26.315,26.315
Denmark,2019,5.02,346499000000,13886.37,12076.174,11801.273,11852.891,11561.767,12259.279,17215.426,21349.948,22528.114,21913.155,26920.581,27052.653,29622.474,27640.496,30050.878,35471.255,35732.689,32897.57,33426.974,33492.354,30798.717,30806.607,33275.556,40512.045,46571.283,48872.095,52121.249,58641.193,64531.119,58286.537,58177.162,61864.093,58623.414,61325.575,62729.499,53478.495,54862.848,57772.553,61724.492,59678.596,60926.877,69466.552,68294.907,71402.141,72940.263,75583.891,78430.826,81237.153,84180.109,137,5119978,5818553,26.57114576956932,5.02,5.02
Dominican Republic,2019,6.18,88941371980,1534.317,1677.447,1545.099,1562.13,2397.598,1022.611,1212.354,1245.272,1113.835,1230.744,1123.244,1365.232,1573.686,1741.669,1916.439,2141.061,2309.916,2495.032,2658.543,2674.828,2894.303,3007.381,3158.393,2460.554,2540.849,4008.356,4188.715,4803.473,5194.799,5151.172,5688.751,6063.35,6274.865,6413.934,6805.662,7139.507,7521.268,7874.941,8340.961,8595.18,7553.509,8962.314,10711.156,11248.789,11825.004,12587.301,13405.066,14248.56,15145.686,225,8787475,10738958,25.211243247815087,6.18,6.18
Algeria,2019,10.495,171760000000,2268.607,2305.505,2254.328,2316.679,2432.717,2753.697,2698.915,2705.111,2143.742,2127.866,2473.512,1819.984,1873.422,1894.946,1542.974,1499.143,1643.265,1658.732,1633.09,1630.071,1794.695,1768.577,1806.86,2128.386,2636.479,3141.027,3508.959,3986.564,4943.502,3890.524,4480.719,5447.6,5575.653,5477.055,5466.329,4153.322,3918.941,4014.707,4106.997,3953.402,3321.601,3659.709,4306.82,4874.706,5130.36,5243.056,5335.671,5355.284,5365.19,18,31510100,43053054,25.869363990516938,10.495,10.495
East Asia & Pacific (excluding high income),2019,3.895632475,17207100000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.47634320527099,3.895632475,3.895632475
Early-demographic dividend,2019,6.199371888,11696300000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.090293668401824,6.199371888,6.199371888
East Asia & Pacific,2019,3.816317549,27024000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.92774647599399,3.816317549,3.816317549
Europe & Central Asia (excluding high income),2019,7.212846495,3248040000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.809072853423082,7.212846495,7.212846495
Europe & Central Asia,2019,6.64345037,22910300000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76260770702668,6.64345037,6.64345037
Ecuador,2019,3.81,108108000000,2097.141,2087.382,2026.375,1732.499,1794.733,2044.313,1461.92,1332.147,1234.671,1182.529,1173.126,1286.617,1375.712,1572.842,1858.323,1980.373,2037.13,2253.233,2257.861,1598.768,1461.838,1909.424,2180.386,2434.977,2700.118,3025.012,3351.476,3588.311,4267.473,4241.938,4633.247,5192.875,5664.886,6030.502,6347,6099.351,6046.302,6216.606,6318.477,6260.603,5670.33,5978.915,6389.424,6500.047,6630.077,6769.741,6924.376,7127.866,7335.584,71,11116711,17373662,25.406396564403714,3.81,3.81
"Egypt, Arab Rep.",2019,7.851,318679000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.487450163509635,7.851,7.851
Euro area,2019,7.522523889,13418400000000,0,0,0,0,0,0,0,0,0,0,0,19403.709,21320.845,19289.703,20305.942,23907.717,24220.822,21702.671,22061.824,22046.82,20041.027,20285.207,22037.927,26997.512,30789.296,31756.198,33586.553,38527.676,42140.674,38320.873,37429.211,40426.457,37412.152,38951.153,39684.618,34212.154,34950.556,36938.566,39865.205,39000.77,37915.127,42404.398,40819.144,44566.391,46925.525,49066.739,50981.078,52480.132,53943.373,NA,NA,NA,30.227648015326956,7.522523889,7.522523889
Spain,2019,14.1,1394320000000,6128.024,5381.909,5171.535,4501.838,4471.654,4694.759,6477.301,8187.29,9598.667,10566.133,13693.638,14697.501,16013.155,13409.697,13419.62,15475.607,16095.75,14782.949,15457.11,15814.188,14761.108,15400.911,17097.916,21501.074,24932.129,26438.031,28414.133,32588.562,35484.39,32131.382,30566.877,31676.69,28344.913,29094.337,29537.627,25776.217,26549.363,28211.927,30438.338,29603.298,26968.374,30563.552,29799.745,33090.238,34932.613,36372.935,37578.479,38580.996,39618.83,94,37927409,47076781,27.963427957159837,14.1,14.1
Estonia,2019,4.51,31081901909,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.189,1711.271,2721.005,3379.95,3686.89,4096.127,4151.432,4084.938,4516.219,5358.418,7216.265,8923.191,10426.689,12657.064,16764.936,18273.297,14756.39,14696.814,17484.728,17414.24,19056.283,20253.974,17403.806,18290.293,20430.567,23176.358,23584.26,23546.32,27716.897,28136.261,30998.324,33017.707,34976.48,37001.997,38852.932,40741.327,31,916024,1331824,24.15989155455685,4.51,4.51
Ethiopia,2019,3.219,95912607970,227.616,228.061,233.306,251.399,229.991,260.757,262.316,271.537,272.448,277.391,284.636,304.279,310.307,186.665,160.749,151.063,163.498,155.766,137.366,128.578,136.056,131.565,123.874,132.704,152.16,181.49,218.637,266.894,350.57,373.199,341.103,377.694,510.537,548.869,622.592,707.975,790.789,822.704,839.861,948.851,969.014,974.185,1156.478,1473.36,1787.176,2047.666,2244.608,2415.007,2602.748,115,23788710,112078730,25.286703280163103,3.219,3.219
European Union,2019,6.679809779,15692600000000,8551.64,7525.547,7271.924,7090.118,6811.605,7000.014,9572.726,11705.068,12891.149,13071.482,15991.456,16961.557,18204.889,16315.755,17285.463,19552.684,19842.223,18201.041,18744.739,18628.008,17066.182,17303.545,18868.09,23119.124,26484.175,27544.487,29295.782,33836.256,37343.114,33722.254,33260.463,35927.873,33338.579,34762.658,35535.47,30697.965,31380.778,33313.276,36019.757,35289.773,34513.79,38842.426,37529.182,41114.208,43300.47,45374.572,47289.855,48846.217,50338.948,NA,NA,NA,30.38421037958872,6.679809779,6.679809779
