Country,Year,Unemployment.x,GDP,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Density,Urbanization,Population,log_GDP,Unemployment,Unemployment_lag
Jamaica,2012,8.69,14807086491,1214.379,1310.503,1479.509,1289.23,948,878.359,1034.771,1158.596,1372.734,1588.557,1971.695,1799.773,1804.411,2249.32,2234.803,2660.153,2975.134,3347.367,3467.544,3473.435,3510.575,3529.711,3709.572,3586.441,3855.674,4241.399,4494.63,4829.296,5134.246,4507.186,4894.369,5332.52,5448.456,5238.147,5105.511,5204.825,5183.462,5413.03,5729.757,5781.785,5072.599,5354.83,6197.798,6830.87,7310.19,7644.159,7920.156,8190.828,8472.252,273,1650594,2948279,23.41837172007968,8.69,8.69
Jordan,2012,12.2,31634561690,1653.682,1791.619,1838.64,1854.028,1796.871,1735.414,2137.293,2169.214,1954.276,1258.87,1174.149,1162.754,1358.364,1336.326,1433.166,1472.951,1490.495,1524.003,1651.099,1672.246,1703.235,1776.461,1875.33,1946.117,2109.381,2277.942,2636.265,2870.639,3454.309,3559.692,3736.645,3852.891,3915.87,4050.139,4137.283,4169.988,4181.255,4257.908,4358.324,4411.72,4277.259,4399.645,4613.062,4850.663,5101.946,5376.491,5656.979,5943.186,6139.45,115,9213048,10101694,24.17751608422563,12.2,12.2
Japan,2012,4.36,6272360000000,9659,10574.371,9772.809,10636.463,11205.352,11815.804,17466.671,21177.787,25575.098,25336.199,25895.956,29511.775,32069.069,36425.222,39953.203,44210.234,39164.322,35651.27,32436.929,36622.892,39172.971,34410.68,32832.296,35410.229,38307.103,37819.107,36021.9,35847.232,39992.06,41469.773,45135.796,48760.915,49175.035,40934.756,38522.771,35005.662,39411.424,38903.298,39850.331,40547.967,40132.964,39933.008,33853.804,33949.714,34554.922,36657.457,38357.861,39899.391,42467.477,347,115782416,126226568,29.467173795288637,4.36,4.36
Kazakhstan,2012,5.29,207999000000,0,0,0,0,0,0,0,0,0,0,0,0,168.645,304.849,751.98,1061.475,1358.804,1459.416,1480.091,1132.126,1230.49,1491.652,1657.157,2062.291,2862.5,3753.439,5261.026,6733.448,8349.288,7116.372,9005.041,11552.573,12300.185,13789.174,12713.563,10435.169,7662.006,9186.712,9749.07,9750.431,9062.958,10106.663,11409.464,12968.427,14395.61,15145.941,15613.922,16158.69,16844.557,7,10652915,18513930,26.060799108943865,5.29,5.29
Kenya,2012,2.844,56396704833,855.471,776.778,721.655,644.505,646.568,622.803,716.685,758.168,759.5,728.334,737.217,674.688,644.604,434.817,505.909,623.714,686.847,677.772,742.089,647.889,617.147,617.055,611.901,668.483,692.718,778.333,854.992,1028.239,1118.769,1123.268,1176.311,1178.599,1396.22,1490.422,1613.101,1625.176,1688.852,1805.398,1987.302,2107.735,2067.987,2208.691,2245.284,2187.648,2194.248,2293.984,2398.006,2501.095,2611.886,94,14461523,52573973,24.75567656879681,2.844,2.844
Kyrgyz Republic,2012,3.027,6605142864,0,0,0,0,0,0,0,0,0,0,0,0,207.976,148.155,245.851,329.934,396.495,379.056,344.404,258.467,280.635,309.913,323.343,382.888,436.496,478.77,546.621,725.487,971.678,876.933,884.846,1131.471,1189.517,1295.225,1292.621,1132.843,1131.841,1254.51,1321.954,1466.956,1270.961,1390.9,1717.714,1829.586,1930.182,2033.145,2122.916,2199.102,2261.033,NA,NA,NA,22.61111440436127,3.027,3.027
Cambodia,2012,0.509,14054443213,0,0,0,0,0,0,25.707,17.116,32.608,39.704,99.833,215.671,252.491,242.479,265.056,319.537,316.188,302.166,267.864,293.699,299.982,320.046,337.501,360.659,405.618,470.64,536.135,627.781,741.822,737.177,788.182,889.745,965.379,1034.768,1123.131,1203.435,1320.282,1448.02,1587.935,1736.317,1643.758,1679.921,1801.87,1915.628,2036.988,2176.235,2330.012,2486.813,2656.006,95,3924621,16486542,23.366204425650064,0.509,0.509
"Korea, Rep.",2012,2.81,1278430000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.87665387851662,2.81,2.81
Kuwait,2012,2.318,174048000000,0,0,0,0,0,0,0,0,0,0,0,0,0,14556.85,13583.236,13879.046,15039.415,13740.332,11423.286,13359.806,17009.468,15116.579,15756.242,18796.658,21585.518,27012.212,31903.746,33711.963,42823.645,30414.905,32216.413,41657.542,45522.558,43927.638,39759.385,27035.985,24800.544,26816.642,29905.292,28513.124,22682.901,28834.433,36092.393,32215.034,33031.651,33376.568,33382.421,33460.763,33602.196,240,4207083,4207083,25.882596960186962,2.318,2.318
Latin America & Caribbean (excluding high income),2012,6.362267055,5244060000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.288117123412142,6.362267055,6.362267055
Lao PDR,2012,1.422,10192848926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.044952225674866,1.422,1.422
Lebanon,2012,7.83,44016799516,1552.837,1481.175,1005.587,1377.269,1618.263,1344.575,1044.67,1219.75,1217.822,983.644,999.179,1503.376,1778.897,2290.378,2641.04,3109.262,3551.799,4246.445,4618.673,4582.361,4428.662,4349.954,4504.149,4440.345,4630.727,4575.074,4626.82,5207.76,6111.36,7354.971,7761.616,7675.291,7948.646,7928.317,7681.707,7642.96,7617.732,7776.012,8003.824,7421.491,3588.705,3044.801,3283.414,0,0,0,0,0,0,667,6084994,6855713,24.507837205176678,7.83,7.83
Liberia,2012,2.162,2791614000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.143,305.909,311.768,231.891,286.104,293.471,333.151,388.154,464.437,470.218,505.363,582.614,646.662,716.576,708.816,691.369,709.824,706.239,677.356,623.887,600.475,677.387,749.187,800.213,825.983,864.385,915.838,964.148,1018.452,53,2548426,4937374,21.74988576013983,2.162,2.162
Libya,2012,19.03,92540964666,13449.648,11107.625,10575.644,9671.452,8681.163,8586.407,6733.969,6002.067,5981.627,6070.096,7424.17,8026.293,7950.512,6998.262,6391.134,7102.861,7608.817,7663.003,6171.767,7294.482,7625.01,6693.083,3956.483,4986.326,6180.388,8739.202,10561.373,11801.274,14762.577,10202.806,12478.016,8132.317,14728.067,12025.599,9166.555,7706.743,7817.63,10413.81,11773.943,10532.114,7062.559,5249.501,5577.013,5872.222,6357.357,6638.707,6774.276,6775.583,6808.797,4,5448597,6777452,25.250917244684743,19.03,19.03
St. Lucia,2012,19.06,1598222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.192157737200414,19.06,19.06
Latin America & Caribbean,2012,6.40991321,6155020000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.448289124950424,6.40991321,6.40991321
Least developed countries: UN classification,2012,4.679468413,841894000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.45891995252749,4.679468413,4.679468413
Low income,2012,4.867758467,408599000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.736000071945636,4.867758467,4.867758467
Sri Lanka,2012,3.88,70447217164,333.918,342.812,365.498,389.999,452.288,443.046,470.142,484.746,501.62,498.479,564.868,611.088,651.332,689.023,787.255,829.22,903.331,1003.944,1026.15,1025.7,1065.469,1017.154,1061.683,1162.71,1259.771,1477.595,1698.156,1928.714,2410.801,2472.242,2894.26,3320.074,3446.355,3737.366,3969.713,4057.742,4150.367,4401.055,4360.149,4082.694,3852.39,3996.572,3341.996,0,0,0,0,0,0,341,4052088,21803000,24.97812957364506,3.88,3.88
Lower middle income,2012,6.388726338,5461790000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.328797690785795,6.388726338,6.388726338
Low & middle income,2012,5.734783262,25698100000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.87743817513568,5.734783262,5.734783262
Lesotho,2012,16.813,2477702253,334.43,330.808,268.415,289.889,265.387,207.228,232.527,290.681,323.516,329.019,391.983,452.08,505.038,494.606,512.036,549.606,524.624,551.041,508.557,501.75,493.333,414.027,457.662,670.897,852.696,922.416,916.563,930.798,868.532,1011.42,1222.197,1324.607,1261.443,1191.994,1250.627,1104.543,1099.146,1199.628,1221.168,1159.368,1034.702,1219.043,1166.197,1110.179,1166.672,1211.977,1247.915,1274.731,1301.506,71,607508,2125268,21.630597456759695,16.813,16.813
Late-demographic dividend,2012,5.013612632,17680700000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.503494765114453,5.013612632,5.013612632
Lithuania,2012,13.36,42927454291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845.103,2327.496,2830.268,3166.72,3113.271,3293.307,3525.849,4140.734,5499.475,6699.372,7860.178,9236.616,12305.917,15017.555,11848.202,12009.033,14393.268,14376.001,15734.38,16577.333,14265.409,15004.172,16879.449,19195.06,19600.564,20347.624,23728.3,24988.686,28481.993,31118.51,33547.985,35826.814,37696.087,39617.695,43,1891013,2786844,24.48277741835637,13.36,13.36
Luxembourg,2012,5.14,59776383527,17666.745,15190.085,12464.023,12234.668,11984.274,12393.783,17950.002,22149.518,24875.488,26226.903,33066.888,35346.49,39061.02,39483.057,43306.887,50705.085,49718.865,44202.559,45636.553,49341.225,48984.173,48719.314,53227.765,66160.728,77030.373,81728.092,91478.339,108344.137,121616.145,110249.419,112049.15,120526.518,113953.737,121422.921,125200.137,106710.47,107948.199,111211.77,117993.371,113860.533,117616.151,134925.164,126598.103,135605.438,140307.606,144960.312,148829.206,151657.777,154419.811,242,565488,645397,24.8138764956022,5.14,5.14
Latvia,2012,15.05,28169902669,0,0,0,0,0,0,0,0,0,0,0,0,632.992,1022.375,1725.207,2163.747,2419.562,2670.492,2961.556,3140.581,3343.184,3553.667,4120.691,5121.736,6342.835,7569.831,9690.458,14079.584,16435.21,12243.072,11316.932,13371.012,13786.588,14927.223,15685.979,13728.365,14259.249,15626.275,17806.561,17889.752,18106.332,21014.99,21946.922,24929.18,26952.128,29010.47,30876.693,32643.675,34486.137,30,1304943,1912789,24.06151996369915,15.05,15.05
"Macao SAR, China",2012,1.97,43189724080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.488868435382756,1.97,1.97
Morocco,2012,8.99,106937000000,1225.165,969.43,953.628,842.002,752.278,741.673,956.733,1030.894,1193.499,1200.487,1351.48,1418.361,1453.799,1340.916,1482.245,1600.892,1745.452,1561.012,1644.073,1614.86,1486.875,1489.702,1573.475,1914.006,2163.48,2232.944,2427.109,2759.516,3189.2,3162.86,3134.698,3367.347,3224.712,3463.601,3527.712,3235.57,3235.218,3401.256,3615.592,3622.679,3375.435,3905.428,3570.115,3979.871,4212.023,4414.754,4607.914,4817.576,5040.629,83,22975026,36910560,25.395505712959604,8.99,8.99
Moldova,2012,5.58,8709138767,0,0,0,0,0,0,0,0,0,0,0,0,290.058,373.927,389.592,485.354,572.302,653.525,575.974,398.41,448.062,505.784,569.109,680.272,894.061,1031.422,1179.323,1526.379,2102.942,1890.647,2428.106,2930.062,3031.129,3307.351,3314.553,2715.782,2857.879,3422.643,4121.047,4376.654,4377.542,5293.206,5726.325,6410.925,7001.715,7449.462,8059.457,8584.405,9599.962,123,1135502,2657637,22.88763874427677,5.58,5.58
Madagascar,2012,0.6,11578975064,599.371,534.073,522.936,498.801,404.876,383.873,427.478,307.636,297.42,288.402,347.714,280.355,311.649,331.998,279.38,295.539,368.663,309.351,310.104,292.558,307.335,350.5,334.838,387.055,298.635,335.388,355.397,459.855,561.654,488.901,492.67,553.45,538.541,560.939,548.905,481.807,489.439,528.379,535.948,531.75,477.375,516.529,523.084,529.56,548.115,582.894,611.443,642.736,685.073,48,10210849,26969307,23.17245679602038,0.6,0.6
Maldives,2012,9.216,2886163938,412.508,464.914,534.906,560.243,646.388,737.78,835.636,769.824,897.934,987.814,1091.55,1184.664,1343.012,1479.446,1591.14,1903.127,2107.605,2553.949,2658.803,2842.658,2967.253,2780.451,2952.215,3690.792,4238.041,3960.43,5268.793,6128.48,7337.951,7450.805,8086.697,8078.305,8719.582,9766.235,10787.471,11781.029,12348.712,13200.955,14479.839,15060.822,9892.116,14029.908,15962.494,17558.747,18567.542,19872.048,21111.077,22342.648,23556.413,1802,213645,530953,21.783194100258576,9.216,9.216
Middle East & North Africa,2012,10.20899358,3642050000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.92356782586021,10.20899358,10.20899358
Mexico,2012,4.89,1201090000000,3584.206,4489.985,3180.165,2532.069,2918.293,3028.68,2052.183,2203.697,2641.616,3156.531,3654.679,4300.609,4898.055,5967.597,6126.624,4139.438,4632.181,5526.253,5800.064,6475.417,7511.855,7952.173,7987.331,7440.437,7858.828,8683.423,9521.36,10137.084,10520.798,8416.38,9718.129,10653.037,10733.341,11206.351,11376.926,9998.488,9063.537,9599.362,10024.115,10311.552,8770.022,10177.039,11265.544,13803.741,15071.986,15606.63,16159.931,16699.129,17287.868,66,102626859,126014024,27.81425059377076,4.89,4.89
Middle income,2012,5.807384043,25291500000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.861489486832557,5.807384043,5.807384043
North Macedonia,2012,31.2,9745261301,0,0,0,0,0,0,0,0,0,0,0,0,1263.863,1383.543,1824.418,2387.158,2348.109,1980.429,1888.755,1931.989,1878.237,1839.616,1974.061,2440.813,2796.622,3071.897,3359.608,4076.296,4838.148,4579.092,4576.228,5097.26,4728.373,5239.649,5498.612,4860.422,5152.966,5462.379,6111.186,6073.003,5986.552,6698.161,6599.902,7672.009,8463.441,8957.388,9488.944,9990.435,10533.327,83,NA,1836713,23.00004698339971,31.2,31.2
Mali,2012,1.385,12442035328,275.479,220.336,190.681,180.346,176.396,174.171,237.685,272.304,268.77,322.213,360.285,359.96,362.204,353.655,265.119,336.392,337.183,309.659,313.318,315.484,263.615,299.414,326.736,381.853,427.523,474.257,506.939,579.325,678.346,681.803,688.89,810.04,753.869,778.808,818.665,723.581,749.846,795.387,856.745,840.211,831.034,902.677,847.461,912.643,957.413,989.589,1019.454,1043.572,1068.155,17,8479688,19658031,23.244346522450094,1.385,1.385
Malta,2012,6.2,9461826174,3811.847,3691.859,3467.399,3262.692,3114.332,3126.09,3953.405,4898.042,5522.986,5728.285,6811.662,7215.068,7945.163,7009.556,7684.416,8978.862,9107.638,9147.98,9621.951,9983.877,10482,10447.791,11346.456,13730.313,15260.887,15930.142,16818.012,19696.182,22378.184,21223.678,21842.065,23222.385,22674.787,24972.679,27080.097,25228.175,25897.872,29284.984,32397.208,32405.729,29618.07,35069.223,34819.265,38715.185,41124.11,43332.126,45559.736,47613.881,49628.957,1380,475902,502653,22.970531243029104,6.2,6.2
Myanmar,2012,0.731,58318677645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.093,134.372,159.287,145.105,139.436,177.444,213.4,239.129,266.297,347.813,492.977,593.446,727.194,1015.564,1104.637,1175.911,1244.184,1223.742,1163.794,1177.083,1271.677,1302.277,1527.434,1216.811,1227.697,1381.059,1454.258,1525.445,1597.757,1675.172,1765.453,83,16674093,54045420,24.78918825026424,0.731,0.731
Middle East & North Africa (excluding high income),2012,11.730118,1764810000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.199064151794055,11.730118,11.730118
Montenegro,2012,19.81,4087525609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596.628,1893.716,2081.045,2745.758,3379.643,3679.829,4429.804,5984.454,7396.665,6746.378,6694.166,7327.255,6590.582,7189.046,7389.894,6517.418,7031.533,7800.27,8854.776,8911.273,7688.549,9433.03,9820.089,11338.801,12297.276,13087.801,13827.154,14499.906,15199.823,47,417765,622137,22.131205638348934,19.81,19.81
Mongolia,2012,3.9,12292770631,0,0,0,0,0,0,0,0,0,0,1288.653,1324.852,722.215,352.304,419.198,647.441,592.439,511.954,480.917,445.544,473.198,521.317,566.403,639.373,789.958,989.177,1321.606,1616.138,2109.269,1687.55,2602.373,3702.359,4281.33,4293.834,4081.015,3800.11,3575.095,3612.716,4078.182,4309.049,3965.097,4482.853,4953.553,5348.072,5489.744,5442.558,5485.885,5695.037,5919.766,2,2210626,3225167,23.232277172952703,3.9,3.9
Mozambique,2012,3.304,16350813487,396.816,300.914,300.392,263.659,270.38,353.788,413.827,187.301,164.966,171.727,271.733,272.614,191.23,189.937,187.082,187.295,241.649,283.513,313.064,346.574,319.358,296.268,302.546,326.075,383.27,416.811,435.334,482.198,563.649,520.403,471.904,594.586,657.645,664.078,673.969,589.86,428.927,461.415,504.536,508.164,454.063,501.507,581.038,647.135,687.379,717.772,738.089,826.559,919.247,40,11092106,30366036,23.51754348760853,3.304,3.304
Mauritania,2012,9.86,6728208836,0,0,0,0,0,0,0,0,0,0,898.741,1002.023,1026.904,852.513,872.712,912.587,904.326,854.319,812.206,773.412,673.361,641.849,634.588,711.709,796.923,963.498,1357.425,1425.466,1647.288,1475.591,1715.923,2012.828,1946.079,2072.492,1826.78,1668.065,1690.813,1758.542,1882.203,1987.267,2076.432,2332.898,2284.925,2337.914,2408.229,2517.223,2556.745,2597.822,2642.813,5,2466821,4525696,22.629574798968864,9.86,9.86
Mauritius,2012,7.47,11668696526,1285.181,1202.559,1139.539,1195.617,1094.957,1099.752,1473.694,1852.036,2132.884,2174.94,2590.272,2819.084,3133.035,3191.192,3492.709,3954.762,4047.248,3753.498,3751.708,3911.109,4157.831,4081.162,4252.93,5072.811,5701.753,5590.468,5772.667,6663.186,8138.17,7416.659,8108.095,9320.873,9416.335,9766.77,10366.355,9507.999,9967.673,10844.145,11642.891,11407.849,9005.348,9080.262,10227.044,11751.506,12773.298,13724.49,14394.912,14973.163,15515.375,626,515980,1265711,23.180175582576425,7.47,7.47
Malawi,2012,5.004,8773203178,460.392,447.79,416.18,419.657,400.328,358.713,354.471,327.758,354.718,384.328,420.593,523.591,422.469,483.263,278.145,319.894,512.064,583.417,373.078,368.272,352.65,338.478,384.137,345.163,365.696,377.042,400.898,432.115,504.65,571.113,623.414,695.331,506.3,446.999,484.322,497.737,415.016,466.559,501.113,543.685,567.59,580.967,567.454,579.701,471.926,470.027,476.519,489.393,503.116,203,3199301,18628747,22.894967819291026,5.004,5.004
Malaysia,2012,3.1,314443000000,1926.963,1920.127,2006.482,2189.553,2419.501,2154.458,1864.031,2070.009,2213.866,2380.512,2586.278,2885.568,3378.909,3716.921,4029.272,4671.084,5175.901,5012.378,3521.119,3762.769,4347.73,4189.053,4441.824,4740.324,5244.873,5678.332,6351.127,7480.893,8766.175,7543.882,9046.978,10397.902,10806.823,10851.657,11165.249,9663.122,9523.316,9965.123,11079.617,11228.293,10400.219,11475.701,12465.612,13034.067,13913.199,14837.322,15690.915,16417.404,17256.633,99,24475766,32447385,26.47406865659735,3.1,3.1
North America,2012,7.985245757,18088700000000,10499.946,11739.817,11769.545,12449.095,13636.896,14422.67,14781.614,15592.565,16807.485,18020.686,18877.575,19347.5,20152.195,20996.141,21902.751,22157.646,23177.292,24441.694,25389.439,26772.051,28395.261,29008.062,29606.968,30750.107,32634.481,34750.692,36712.853,38309.417,38881.971,36984.959,38749.909,40238.293,41412.283,42499.325,43610.712,43784.932,44169.08,45839.363,47945.24,49479.265,47845.806,53184.981,57707.777,60859.128,63064.168,65198.866,67467.543,69773.361,72185.226,NA,NA,NA,30.526308549845805,7.985245757,7.985245757
Namibia,2012,16.77,13042053857,0,0,0,0,0,0,0,0,0,1765.605,1908.834,2025.611,2264.913,2099.215,2283.063,2476.947,2406.479,2423.594,2189.317,2118.411,2156.03,1954.968,1825.849,2630.11,3470.147,3742.509,3870.937,4378.564,4198.55,4340.183,5410.977,5870.933,6038.862,5540.619,5555.93,5020.473,4611.508,5438.761,5666.273,5099.427,4225.729,4879.203,4854.445,4785.679,5052.894,5293.877,5458.072,5588.044,5704.157,3,1273258,2494530,23.291444885413572,16.77,16.77
New Caledonia,2012,14.358,9659151909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.99117168721733,14.358,14.358
Niger,2012,2.18,9426912639,609.433,510.028,458.113,395.659,310.002,295.81,378.695,430.394,426.027,394.734,435.341,394.9,393.718,343.177,211.016,241.954,243.965,224.475,250.234,231.66,197.275,207.769,227.424,267.41,285.39,320.925,335.336,389.258,477.272,462.269,476.064,511.49,528.921,551.557,562.888,484.173,497.885,517.589,570.983,554.124,568.606,593.802,592.241,630.8,695.723,730.875,764.496,794.259,825.217,19,3850231,23310715,22.96683448221236,2.18,2.18
Nigeria,2012,3.75,463971000000,0,0,0,0,0,0,0,0,0,0,652.915,615.663,521.905,553.126,760.992,1224.938,1560.382,1655.818,1802.587,481.951,554.64,583.187,730.836,780.399,963.236,1221.651,1563.031,1791.823,2197.776,1927.476,2328.425,2543.504,2756.41,2998.068,3222.691,2718.586,2176.001,1968.563,2153.094,2229.854,2083.162,2088.09,2202.456,1755.326,1734.355,1962.767,2191.995,2447.192,2719.367,226,102806948,200963599,26.86308788721946,3.75,3.75
Nicaragua,2012,5.21,10531980451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898.199,935.34,947.14,940.143,973.071,999.413,1030.74,1054.66,1011.904,1010.231,1077.784,1152.801,1224.724,1326.658,1498.88,1438.131,1499.068,1652.097,1728.147,1783.56,1909.424,2029.124,2091.463,2147.856,2008.404,1940.115,1952.183,2163.083,2371.681,2599.258,2762.391,2912.665,3072.151,3240.37,3417.8,55,3846137,6545502,23.077682222426073,5.21,5.21
Netherlands,2012,5.82,838923000000,13750.491,11429.727,11013.574,10682.307,9904.974,10008.042,13875.191,16895.4,17956.109,17597.26,21581.579,22057.794,24191.955,23356.332,24935.531,29350.802,29084.068,26808.388,28018.706,28393.845,26327.855,26996.17,29401.972,35814.268,40477.3,42054.884,44936.006,51880.384,58015.396,52807.447,51165.823,54342.114,50175.559,52276.986,53026.478,45302.804,46165.177,48799.874,53224.694,52672.504,52222.364,58960.71,57427.756,61769.702,65194.932,67797.891,70231.54,72326.384,74507.076,508,15924729,17332850,27.455384763278232,5.82,5.82
